,Unnamed: 0,number,author,life,title,position,width,height,image_url
565,621,S. o ,"['s', '', 'gudin', 'théodore']", (1802-1879). ,marine naufrage 389,- GRos. (64) HENNER,,,
566,622,393 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,le  retour de marcus sextus,- GRos. (64) III-N,243±1 centimetre,217±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/The_Return_of_Marcus_Sextus_1799_Pierre-Narcisse_Gu%C3%A9rin.jpg/1200px-The_Return_of_Marcus_Sextus_1799_Pierre-Narcisse_Gu%C3%A9rin.jpg
567,623,395 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,phèdre et hippolyte,II-E,46±1 centimetre,33±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/b/b6/Ph%C3%A8dre_et_Hippolyte_par_Pierre-Narcisse_Gu%C3%A9rin%2C_1802_-_Mus%C3%A9e_du_Louvre.jpg
568,624,396 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,andromaque et pyrrhus,II-N,457±1 centimetre,342±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Gu%C3%A9rin_Andromaque_et_Pyrrhus.JPG/1200px-Gu%C3%A9rin_Andromaque_et_Pyrrhus.JPG
569,625,397 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,enée racontant à didon les malheurs de la ville de troie,II-N,390±1 centimetre,292±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/8/82/Pierre-Narcisse_Gu%C3%A9rin_-_Dido_and_Aeneas_-_WGA10972.jpg
570,626,397 a ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,enée et didon première pensée du tableau précédent,11-0,,,
571,627,398 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,clytemnestre conseillée par egisthe s'apprête à frapper agamemlion,III-E,,,
572,628,399 ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,l'aurore et céphale,III-N,186±1 centimetre,254.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/f/fc/Gu%C3%A9rin-amouretomphale.jpg
573,629,* ,"['guérin', 'pierre', 'narcisse']", (1774-1833). ,deux génies de l'immortalité médaillon du plafond,S. des Antonins,,,
574,630,* ,"['guiard', 'mme']", (1749-1803). ,portrait de pajou sculpteur pastel,S. des Pastels,,,
575,631,S. No ,"['guiard', 'mme']", (1749-1803). ,portrait de mme victoire pastel,S. des Pastels,,,
576,632,400 a ,"['guiard', 'mme']", (1749-1803). ,portrait du peintre vincent,11-0,,,
577,633,* ,"['guichard', 'joseph', 'benoit']", (1806-1880). ,le triomphe de la terre d'après le brun voûte,Gai. d'Apollon,,,
578,634,S. N° ,"['guigou', 'paul', 'camille']", (1834-1871). ,route de la gineste près de marseille,E. F. XIXe S. 2e étage II,,,
579,635,S. N° ,"['guigou', 'paul', 'camille']", (1834-1871). ,la lavandière,E. F. XIXe S. 2e étage II,,,
580,636,402 ,"['halle', 'noël']", ( 1711-1781). ,l'automne,XVI-S,,,
581,637,403 ,"['halle', 'noël']", ( 1711-1781). ,les génies de la poésie de l'histoire de la physique et de l'astronomie,XVI-S,,,
582,638,404 ,"['halle', 'noël']", ( 1711-1781). ,libéralité de cimon l'athénien,XVI-S,322±1 centimetre,322±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001422/94de15021.jpg
583,639,405 ,"['halle', 'noël']", ( 1711-1781). ,dispute de minerve et de neptune,Vest. S. Bronzes,197.5±0.1 centimetre,156.5±0.1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001421/90ee2151.jpg
584,640,406 ,"['hamon', 'jean', 'louis']", (1821-1874). ,la comédie humaine,S. dessins XIXe S.,,,
585,641,S. N° ,"['hébert', 'ernest']", (1817-1908). ,le baiser de judas,Marine,186 centimetre,255 centimetre,
586,642,S. Nu ,"['hébert', 'ernest']", (1817-1908). ,les cervarolles,VIII-N,176 centimetre,288 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ernest_h%C3%A9bert%2C_le_cervarole_%28le_donne_di_Cervara_di_Roma%2C_stati_romani%29%2C_1859_circa.JPG/1200px-Ernest_h%C3%A9bert%2C_le_cervarole_%28le_donne_di_Cervara_di_Roma%2C_stati_romani%29%2C_1859_circa.JPG
587,643,S. No ,"['hébert', 'ernest']", (1817-1908). ,la malaria campagne romaine,E F. XIXe S. 1er étage III,,,
588,644,S. N° ,"['hébert', 'ernest']", (1817-1908). ,portrait de mme m'ey isabey,S. Isabey,,,
589,645,408 ,"['heim', 'françois', 'joseph']", (1787-1865). ,sujet tiré de l'«histoire des juifs» par josèphe,VIII-E,,,
590,648,* ,"['hennequin', 'philippe', 'auguste']", (1763-1833). ,l'hercule français plafond,S. des Antonins,,,
591,649,(64 ,"['henner', 'jean', 'jacques']", (1829-1905). ,la liseuse,Coll. Chauchard 1,123 centimetre,94 centimetre,https://upload.wikimedia.org/wikipedia/commons/5/5f/Jean_Jacques_Henner_-_La_liseuse.jpg
592,650,410 ,"['hilair', 'jean', 'baptiste']", (travaillait entre 1781 et 1822) ,la lecture,XVI-N,118±1 centimetre,136±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001473/98de12133.jpg
593,653,410 c ,"['hue', 'jean', 'françois']", (1751-1823). ,marine effet de clair de tune,Marine,,,
594,657,410 h ,"['hue', 'jean', 'françois']", (1751-1823). ,vue de la ville de la rade et du port de st malo prise de st servan ,Marine,,,
595,658,411 ,"['huet', 'jean', 'baptiste']", (1745-1811). ,un dogue se jetant sur des oies sauvages et leurs petits,IVe S. Meubles XVIIIe,,,
596,659,412 ,"['huet', 'paul']", (1803-1869).—L'inondation ,de saint cloud,VIII-N,300±1 centimetre,203.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Paul_Huet_-_L%27inondation_de_Saint-Cloud.JPG/1200px-Paul_Huet_-_L%27inondation_de_Saint-Cloud.JPG
597,660,412 a ,"['huet', 'paul']", (1803-1869).—L'inondation ,coucher de soleil à seine port,E. F. XIXe S. 2e étage 1,,,
598,661,413 ,"['huet', 'paul']", (1803-1869).—L'inondation ,calme du matin intérieur de forêt,E. F. XIXe S. 2e étage 1,86±1 centimetre,58±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001498/91ee1911.jpg
599,662,414 ,"['huet', 'paul']", (1803-1869).—L'inondation ,fraîcheur des bois fourré de la forêt,E. F. XIXe S. 2e étage 1,102±1 Q174728,67±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001497/93de1583.jpg
600,663,2946 ,"['huet', 'paul']", (1803-1869).—L'inondation ,les chasseurs forêt de fontainebleau,E. F. XIXe S. 1er étage III,125±1 Q174728,87±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001500/98de3250.jpg
601,664,2947 ,"['huet', 'paul']", (1803-1869).—L'inondation ,grande marée d'équinoxe aux environs de honfleur,E. F. XIXe S. 2e étage 1,164.5±0.1 centimetre,101±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001490/98de3244.jpg
602,665,2948 ,"['huet', 'paul']", (1803-1869).—L'inondation ,le parc de saint cloud un jour de fête,E. F. XIXe S. 2e étage II,46±1 centimetre,36±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001493/80ee1132.jpg
603,667,2949 ,"['huet', 'paul']", (1803-1869). ,la ferme,E. F. XIXe S. 2e étage II,27±1 centimetre,21.8±0.1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001496/93de1581.jpg
604,668,2950 ,"['huet', 'paul']", (1803-1869). ,chaumière normande vieux trouvillei,E. F. XIXe S. 2e étage II,,,
605,669,2951 ,"['huet', 'paul']", (1803-1869). ,cheval normand,E. F. XIXe S. 2e étage II,27±1 centimetre,21±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001494/93de1579.jpg
606,670,2952 a ,"['huet', 'paul']", (1803-1869). ,brisants à la pointe de granville,E. F. XIXe S. 2e étage II,103±1 Q174728,68±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001501/98de3242.jpg
607,671,"S. N"" ","['huet', 'paul']", (1803-1869). ,l'inondation de saint cloud carton,Esc. T. T.,,,
608,672,415 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1*671. ,jésus christ donne à saint pierre les clés du paradis,VIII-S,,,
609,673,416 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1*671. ,la vierge à l'hostie,E. F. XIXe S. 1er étage 1,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Ingres_the_virgin_of_the_host.jpg
610,676,419 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,roger délivrant angélique,VIII-E,190±1 centimetre,147±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Jean_Auguste_Dominique_Ingres_-_Roger_Delivering_Angelica.jpg/1200px-Jean_Auguste_Dominique_Ingres_-_Roger_Delivering_Angelica.jpg
611,677,420 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,jeanne d'arc assistant au sacre de charles vii dans la cathédrale de reims,VIII-S,,,
612,678,421 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,cedipe expliquant l'énigme,V,,,
613,679,422 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,la source,V,0.8 metre,1.63 metre,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Jean_Auguste_Dominique_Ingres_-_The_Spring_-_Google_Art_Project_2.jpg/1200px-Jean_Auguste_Dominique_Ingres_-_The_Spring_-_Google_Art_Project_2.jpg
614,680,422 b ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,odalisque couchée,VIII-S,,,
615,681,423 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,la baigneuse,VIII-E,27±1 Q174728,35±1 Q174728,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/La_petite_baigneuse_-_Ingres_%28Louvre%2C_RF_1728%29.jpg/1200px-La_petite_baigneuse_-_Ingres_%28Louvre%2C_RF_1728%29.jpg
616,682,424 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,la chapelle sixtine,E. F. XIXe S. 1er étage III,,,
617,683,425 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de m cordier,VIII-S,,,
618,684,426 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de m philibert rivière maître des requêtes ,VIII-0,,,
619,685,427 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de mme rivière marie françoise beauregard femme de m philibert rivière,VIII-0,,,
620,686,428 ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de melle rivière morte à l'âge de 15 ans,VIII-S,,,
621,687,428 a ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de m bochet ami du peintre,VIII-S,,,
622,688,428 b ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,portrait de m bertin aîné,VIII-E,,,
623,689,428 c ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,vénus anadyomènc réduction peinte attribué,E. F. XIXe S. 1er étage II,,,
624,690,428 d ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,la source réduction peinte attribué,E. F. XIXe S. 1er étage II,,,
625,691,S. o ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,la petite baigneuse intérieur de harem,E. F. XIXe S. 1er étage II,27±1 Q174728,35±1 Q174728,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/La_petite_baigneuse_-_Ingres_%28Louvre%2C_RF_1728%29.jpg/1200px-La_petite_baigneuse_-_Ingres_%28Louvre%2C_RF_1728%29.jpg
626,692,S. o ,"['ingres', 'jean', 'auguste', 'dominique']", (1780-1867). ,le bain turc rcproduit,VIII-N,,,
627,693,2878 ,"['isabey', 'eugène']", (1804-1886). ,un mariage dans l'église de delft,T. T.,,,
628,694,2879 ,"['isabey', 'eugène']", (1804-1886). ,un baptême à l'église du tréport,T. T.,,,
629,695,2880 ,"['isabey', 'eugène']", (1804-1886). ,seigneurs sur la plage de scheveningue,T. T.,99±1 Q174728,57±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001575/12-533249.jpg
630,696,2881 ,"['isabey', 'eugène']", (1804-1886). ,le duel,T. T.,,,
631,697,2882 ,"['isabey', 'eugène']", (1804-1886). ,la visite au château,T. T.,,,
632,698,2883 ,"['isabey', 'eugène']", (1804-1886). ,la procession,T. T.,,,
633,699,2884 ,"['isabey', 'eugène']", (1804-1886). ,louis xiii au château de blois,T. T.,90±1 Q174728,60±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001574/12-568855.jpg
634,700,2953 ,"['isabey', 'eugène']", (1804-1886). ,embarquement de ruyter et de william de witt,Palier esc. T. T.,,,
635,701,2953 a ,"['isabey', 'eugène']", (1804-1886). ,marée basse,Palier esc. T. T.,168±1 centimetre,124±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/2/24/Eugene_Isabey_-_Beach_at_Low_Tide.jpg
636,702,2954 ,"['isabey', 'eugène']", (1804-1886). ,le pont,E. F. XIXe S. 2e étage 1,40±1 Q174728,27±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001572/18-514485.jpg
637,704,2955 ,"['isabey', 'eugène']", (1804-1886). ,marine,E. F. XIXe S. 2e étage I,37.47 Q174728,23.5 Q174728,
638,705,(65) ,"['isabey', 'eugène']", (1804-1886). ,arrivée du duc d'albe à rotterdam,"Coll. Chauchard, IV",93.5 centimetre,42.5 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Eug%C3%A8ne_isabey%2C_arrivo_del_duca_d%27alba_a_rotterdam%2C_1844.JPG/1200px-Eug%C3%A8ne_isabey%2C_arrivo_del_duca_d%27alba_a_rotterdam%2C_1844.JPG
639,706,(66) ,"['isabey', 'eugène']", (1804-1886). ,le déjeuner de la reine,"Coll. Chauchard, galerie",78.7 Q174728,90 Q174728,
640,707,(67) ,"['isabey', 'eugène']", (1804-1886). ,l'emprisonnement,"Coll. Chauchard, I",67 centimetre,51 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/M5009000776/00-016432.jpg
641,708,(68) ,"['isabey', 'eugène']", (1804-1886). ,la sortie de l'église,"Coll. Chauchard, galerie",35.5 centimetre,48.5 centimetre,
642,709,(69) ,"['isabey', 'eugène']", (1804-1886). ,le mariage royal,"Coll. Chauchard, galerie",,,
643,710,S. N° ,"['isabey', 'jean', 'baptiste']", (1767-1855). ,vue du grand escalier du,"Musée du Louvre, construit sous le premier Empire par Percier et Fontaine (Gouache) Vest. S. V.",,,
644,711,430 ,"['jacobber', 'jacob', 'ber']", (1786-1863). ,fleurs etfruits ,S. dessins XIXe S.,,,
645,712,(71) ,"['jacque', 'charles']", (1813-189.1). ,la petite bergerie paysanne arrangeant les râteliers,"Coll. Chauchard, galerie",67 centimetre,47 centimetre,
646,713,(72) ,"['jacque', 'charles']", (1813-189.1). ,la grande bergerie,"Coll. Chauchard, i",156.5 centimetre,100 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001581/07-507906.jpg
647,714,430 a ,"['jacque', 'charles']", (1813-189.1). ,troupeau de moutons dans un paysage,E. F. XIXe S. 2e étage 1,280 centimetre,176 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001583/08-524463.jpg
648,715,433 ,"['jouvenet', 'jean']", (1614-1717). ,la pêche miraculeuse,XIV-N,664±1 centimetre,392±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Jouvenet_-_La_P%C3%AAche_miraculeuse_01.jpg/1200px-Jouvenet_-_La_P%C3%AAche_miraculeuse_01.jpg
649,716,434 ,"['jouvenet', 'jean']", (1614-1717). ,la résurrection de lazare,XIV-S,664±1 centimetre,388±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/a/ae/Jean_Jouvenet_The_Resurrection_of_Lazarus.jpg
650,717,437 ,"['jouvenet', 'jean']", (1614-1717). ,la descente de croix,XIV-S,312±1 centimetre,424±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/6/6b/Jean-Baptiste_Jouvenet_-_Descent_from_the_Cross_-_WGA12030.jpg
651,718,440 ,"['jouvenet', 'jean']", (1614-1717). ,vue du maître autel de notre dame de paris,XIV-S,,,
652,719,440 a ,"['jouvenet', 'jean']", (1614-1717). ,esquisse du plafond de la chambre des enquêtes du parlement de rouen,XVI-S,,,
653,720,441 ,"['jouvenet', 'jean']", (1614-1717). ,portrait de r finot professeur à la faculté de médecine de paris autrefois dit portrait de fagon premier médecin du roi louis xiv,XIV-S,,,
654,721,442 ,"['la', 'berge', 'auguste', 'charles', 'de']", (1805-1842). ,paysage,E. F. XIXe S. 2e étage 1,,,
655,722,443 ,"['la', 'berge', 'auguste', 'charles', 'de']", (1805-1842). ,passage d'une diligence dans un bourg de basse normandie    ,E. F. XIXe S. 2e étage II,,,
656,723,(275) ,"['la', 'caze', 'louis']", (1798-1869). ,son portrait peint par lui même à l'âge de 45 ans environ,I-N,,,
657,724,444 ,"['la', 'fosse', 'charles', 'de']", (1636-1716). ,moïse sauvé des eaux   ,XVI-N,110±1 centimetre,125±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/d/dc/Charles_de_La_Fosse_-_The_Finding_of_Moses_-_WGA12309.jpg
658,725,477 ,"['la', 'fosse', 'charles', 'de']", (1636-1716). ,le triomphe de bacchus,S. dessins Watteau,225 centimetre,165 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Vel%C3%A1zquez_-_El_Triunfo_de_Baco_o_Los_Borrachos_%28Museo_del_Prado%2C_1628-29%29.jpg/1200px-Vel%C3%A1zquez_-_El_Triunfo_de_Baco_o_Los_Borrachos_%28Museo_del_Prado%2C_1628-29%29.jpg
659,726,(16) ,"['lagneau', 'ou', 'lanneau']", (travaillait au commencement du XVIIe siècle). ,portrait de jean pierre acarie conseiller maître de la chambre des comptes de paris dessin,Coll. Arconati-Visconti,,,
660,727,448 ,"['lagrenée', 'louis', 'jean', 'françois']", (1724- 1805). ,l'enlèvement de déjanire,Vest. S. Bronzes,185±1 centimetre,157±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lagrenee%2C_Louis_Jean_-_The_Abduction_of_Deianeira_by_the_Centaur_Nessus_-_1755.jpg/1200px-Lagrenee%2C_Louis_Jean_-_The_Abduction_of_Deianeira_by_the_Centaur_Nessus_-_1755.jpg
661,728,450 ,"['lagrenée', 'louis', 'jean', 'françois']", (1724- 1805). ,pleureuse étude pour la mort de la femme de darius du,Musée d'Angers T. XVI-S,,,
662,729,* ,"['lagrenée', 'jean', 'jacques']", (17401821). ,l'hiver ou eole déchaînant les vents plafond,Gai. d'Apollon,,,
663,730,452 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,la vierge et ' enfant jésus,XII,119 centimetre,140 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Virgen_con_el_ni%C3%B1o%2C_Santa_Ana%2C_Santa_Isabel_y_San_Juanito_Tabla._140_x_119_cm._Museo_del_Prado.jpg/1200px-Virgen_con_el_ni%C3%B1o%2C_Santa_Ana%2C_Santa_Isabel_y_San_Juanito_Tabla._140_x_119_cm._Museo_del_Prado.jpg
664,731,453 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,l'apparition de jésus aux trois maries,XIV-0,,,
665,732,454 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,saint pierre guérissant les malades avec son ombre,XIV-E,49±1 Q174728,67±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001632/97-009208.jpg
666,733,455 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,saint pierre guérissant les malades esquisse du tableau précédent,XIV-0,,,
667,734,457 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,allégorie la france reçoit la paix des mains de la victoire,XIV-S,,,
668,735,458 ,"['la', 'hyre', 'laurent', 'de']", (1606-1656). ,pavsage les deux pêcheurs,XVI-N,,,
669,736,S. N° ,"['lami', 'eugène']", (1800-1890). ,entrée de la duchesse d'orléans aux tuileries,E. F. XIXe S. 2e étage II,,,
670,737,462 ,"['lancret', 'nicolas']", (1690-1743). ,le printemps,XVI-S,89±1 centimetre,69±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/b/b8/Nicolas_Lancret_-_Spring_-_WGA12431.jpg
671,738,463 ,"['lancret', 'nicolas']", (1690-1743). ,l'été,XVI-S,89±1 centimetre,69±1 centimetre,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/L%27%C3%89t%C3%A9_-_Nicolas_Lancret_-_Mus%C3%A9e_du_Louvre_-_INV_5598.jpg/1200px-L%27%C3%89t%C3%A9_-_Nicolas_Lancret_-_Mus%C3%A9e_du_Louvre_-_INV_5598.jpg
672,739,464 ,"['lancret', 'nicolas']", (1690-1743). ,l'automne,XVI-S,89±1 centimetre,69±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001665/11-550797.jpg
673,740,465 ,"['lancret', 'nicolas']", (1690-1743). ,l'hiver,XVI-S,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Nicolas_Lancret_-_The_Pleasures_of_Winter.jpg/1200px-Nicolas_Lancret_-_The_Pleasures_of_Winter.jpg
674,741,466 ,"['lancret', 'nicolas']", (1690-1743). ,les tourterelles,XVI-N,20±1 Q174728,15±1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001662/00-000079.jpg
675,742,467 ,"['lancret', 'nicolas']", (1690-1743). ,le nid d'oiseaux,XVI-N,20±1 centimetre,15±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001663/00-000077.jpg
676,743,468 ,"['lancret', 'nicolas']", (1690-1743). ,la leçon de musique,XVI-S,90±1 centimetre,89±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001664/08-519091.jpg
677,744,469 ,"['lancret', 'nicolas']", (1690-1743). ,l'innocence ,XVI-S,90±1 centimetre,89±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001668/08-519090.jpg
678,745,470 ,"['lancret', 'nicolas']", (1690-1743). ,les acteurs de la comédie italienne,1-0,22±1 centimetre,25.5±0.1 centimetre,https://upload.wikimedia.org/wikipedia/commons/4/48/Les_acteurs_de_la_Com%C3%A9die_italienne_-_Nicolas_Lancret_-_Louvre.jpg
679,746,471 ,"['lancret', 'nicolas']", (1690-1743). ,le gascon puni,I-E,36±1 Q174728,28±1 Q174728,https://upload.wikimedia.org/wikipedia/commons/3/3b/Lancret_le_gascon_puni.jpg
680,747,472 ,"['lancret', 'nicolas']", (1690-1743). ,la cage ,1-0,27±1 Q174728,38.5±0.1 Q174728,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001661/98-012623.jpg
681,748,476 ,"['langlois', 'jérôme', 'martin']", (1770-1818). ,portrait du peintre david,111-0,,,
682,749,477 ,"['lanoue', 'félix', 'hippolyte']", (1812-1872). ,vue de la forêt de pins du gombo cascine de pise,E. F. XIXe S. 2e étage II,,,
683,750,478 ,"['lanoue', 'félix', 'hippolyte']", (1812-1872). ,vue du tibre prise de l'aqua acetosa campagne de rome,E. F. XIXe S. 2e étage II,,,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/00000106543/98de17042.jpg
684,751,479 ,"['la', 'porte', 'henri', 'horace', 'roland', 'de']", (1724?-1793). ,vase globe et instrument de musique,XVI-S,,,
685,752,480 ,"['la', 'porte', 'henri', 'horace', 'roland', 'de']", (1724?-1793). ,ustensiles sur une table de pierre,1-0,,,
686,753,481 ,"['largillierre', 'nicolas', 'de']", (1656-1716). ,le prévôt des marchands et les échevins de la ville de parisen 1687,I-E,,,
687,754,482 ,"['largillierre', 'nicolas', 'de']", (1656-1716). ,portrait de charles le brun premier peintre du roi,XIV-S,,,
688,755,484 ,"['largillierre', 'nicolas', 'de']", (1656-1716). ,portrait de m du vaucel,1-0,,,
689,756,485 ,"['largillierre', 'nicolas', 'de']", (1656-1716). ,portrait de jeune femme en diane,I-E,,,
690,757,436 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,d'homme,I-E,71.1 Q174728,91.4 Q174728,
691,758,487 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,portrait' d'un échevin de la ville de paris,1-0,,,
692,759,488 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,portrait présumé de m de laage,1-0,,,
693,760,489 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,portrait d'acteur représentant apollon,1-0,,,
694,761,490 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,portrait d'un magistrat  ,I-E,65±1 centimetre,81±1 centimetre,https://s3.eu-west-3.amazonaws.com/pop-phototeque/joconde/000PE001686/99-019514.jpg
695,762,431 ,"['largillierre', 'nicolas', 'de']", 1656-1746).-Portrait ,portrait de largillierre de sa femme et de sa fille,I-E,,,
696,763,492 a ,"['larivière', 'louis', 'eugène']", (1800-1823). ,portrait d'eugénie paméla larivière ,VIII-0,,,
697,764,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de mme de pompadour assise devant une table pastel,S. des pastels,,,
698,765,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de jean restout pastel,S. des pastels,,,
699,766,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,louis de france dauphin pastel,S. des pastels,54 centimetre,64 centimetre,https://upload.wikimedia.org/wikipedia/commons/6/6f/Louis_de_France%2C_dauphin_%281745%29_by_Maurice_Quentin_de_La_Tour.png
700,767,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,marie josèphe de saxe dauphine pastel,S. des pastels,,,
701,768,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,philibert orry comte de vignory contrôleur des finances et surintendant des bâtiments grand trésorier de l'ordre du saint esprit pastel,S. des pastels,,,
702,769,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de chardin pastel,S. des pastels,,,
703,770,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de jacques dumont le romain pastel,S. des pastels,,,
704,771,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait du sculpteur rené frémin pastel,S. des pastels,,,
705,772,S. No ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,louis xv pastel,S. des pastels,,,
706,773,S. Nu ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,le maréchal de saxe pastel,S. des pastels,,,
707,774,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait du sculpteur j b lemoyne pastel,S. des pastels,,,
708,775,S. Nu ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de jean le rond d'alembert pastel reproduit,S. des pastels,,,
709,776,S. N° ,"['la', 'tour', 'm', 'quentin', 'de']", (1704-1788). ,portrait de la tour par lui même pastel ébauche,S. des pastels,,,
